"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5","testReceiveCollection()","","Thu Feb 06 03:39:43 GMT 2025","passed","Thu Feb 06 03:39:43 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testReceiveCollection"
"","105","testVertxFuture()","","Thu Feb 06 03:39:43 GMT 2025","passed","Thu Feb 06 03:39:43 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testVertxFuture"
"","38","testSendTokenBuffer()","","Thu Feb 06 03:39:42 GMT 2025","passed","Thu Feb 06 03:39:42 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testSendTokenBuffer"
"","153","should execute method with string parameter","Continuum RPC Tests","Thu Feb 06 03:42:45 GMT 2025","passed","Thu Feb 06 03:42:45 GMT 2025","","","",""
"","56","testReverseCopyMedium()","","Thu Feb 06 03:40:25 GMT 2025","passed","Thu Feb 06 03:40:25 GMT 2025","","org.kinotic.util.FileUtilTests","org.kinotic.util.FileUtilTests","testReverseCopyMedium"
"","9","testSendAndReceiveCollection()","","Thu Feb 06 03:39:43 GMT 2025","passed","Thu Feb 06 03:39:43 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testSendAndReceiveCollection"
"","84","should allow connection with session id","Continuum Client Tests","Thu Feb 06 03:42:45 GMT 2025","passed","Thu Feb 06 03:42:45 GMT 2025","","","",""
"","10358","testSingleProducerMultiConsumer()","","Thu Feb 06 03:40:26 GMT 2025","passed","Thu Feb 06 03:40:36 GMT 2025","","org.kinotic.util.TestFluxFactory","org.kinotic.util.TestFluxFactory","testSingleProducerMultiConsumer"
"","21","testMiddleArgParticipant()","","Thu Feb 06 03:39:42 GMT 2025","passed","Thu Feb 06 03:39:42 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testMiddleArgParticipant"
"","67","should return missing method error","Continuum RPC Tests","Thu Feb 06 03:42:45 GMT 2025","passed","Thu Feb 06 03:42:45 GMT 2025","","","",""
"","43","testMissingRemoteMethodFailure()","","Thu Feb 06 03:39:42 GMT 2025","passed","Thu Feb 06 03:39:42 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testMissingRemoteMethodFailure"
"","13","testMultipleRequests()","","Thu Feb 06 03:39:43 GMT 2025","passed","Thu Feb 06 03:39:43 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testMultipleRequests"
"","5","testMonoStringNull()","","Thu Feb 06 03:39:43 GMT 2025","passed","Thu Feb 06 03:39:43 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testMonoStringNull"
"","1518","testException()","","Thu Feb 06 03:40:09 GMT 2025","passed","Thu Feb 06 03:40:11 GMT 2025","","org.kinotic.continuum.grind.internal.api.TestJobService","org.kinotic.continuum.grind.internal.api.TestJobService","testException"
"","27","testRawCRI1()","","Thu Feb 06 03:39:29 GMT 2025","passed","Thu Feb 06 03:39:29 GMT 2025","","org.kinotic.continuum.internal.core.api.CRITests","org.kinotic.continuum.internal.core.api.CRITests","testRawCRI1"
"","1400","testRpcCompletableFutureString()","","Thu Feb 06 03:39:37 GMT 2025","passed","Thu Feb 06 03:39:38 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testRpcCompletableFutureString"
"","6","testLastArgParticipant()","","Thu Feb 06 03:39:43 GMT 2025","passed","Thu Feb 06 03:39:43 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testLastArgParticipant"
"","3067","testSimple()","","Thu Feb 06 03:40:11 GMT 2025","passed","Thu Feb 06 03:40:14 GMT 2025","","org.kinotic.continuum.grind.internal.api.TestJobService","org.kinotic.continuum.grind.internal.api.TestJobService","testSimple"
"","97","should connect and disconnect multiple times","Continuum Client Tests","Thu Feb 06 03:42:45 GMT 2025","passed","Thu Feb 06 03:42:45 GMT 2025","","","",""
"","9","testNestedArrays()","","Thu Feb 06 03:39:43 GMT 2025","passed","Thu Feb 06 03:39:43 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testNestedArrays"
"","9","testMonoStringLiterallyNull()","","Thu Feb 06 03:39:42 GMT 2025","passed","Thu Feb 06 03:39:42 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testMonoStringLiterallyNull"
"","0","testEventStreamWriteWithoutKey()","","Thu Feb 06 03:39:43 GMT 2025","passed","Thu Feb 06 03:39:43 GMT 2025","","org.kinotic.continuum.internal.core.api.event.EventStreamServiceTest","org.kinotic.continuum.internal.core.api.event.EventStreamServiceTest","testEventStreamWriteWithoutKey"
"","6036","should connect and disconnect","Continuum Unavailable Tests","Thu Feb 06 03:42:46 GMT 2025","passed","Thu Feb 06 03:42:52 GMT 2025","","","",""
"","30","testSimpleObject()","","Thu Feb 06 03:39:42 GMT 2025","passed","Thu Feb 06 03:39:43 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testSimpleObject"
"","4026","testInfiniteFlux()","","Thu Feb 06 03:39:38 GMT 2025","passed","Thu Feb 06 03:39:42 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testInfiniteFlux"
