"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","36","should propagate interceptor error","Context Injection","Tue Oct 07 05:01:25 GMT 2025","passed","Tue Oct 07 05:01:25 GMT 2025","","Context injection tests","",""
"","27223","should connect to gateway and then fail after reconnection attempts after gateway is offline","Continuum Unavailable Tests","Tue Oct 07 05:01:41 GMT 2025","passed","Tue Oct 07 05:02:08 GMT 2025","","","",""
"","2","testReverseCopyLarge()","","Tue Oct 07 04:57:12 GMT 2025","passed","Tue Oct 07 04:57:12 GMT 2025","","org.kinotic.util.FileUtilTests","org.kinotic.util.FileUtilTests","testReverseCopyLarge"
"","1","testRawCRI2()","","Tue Oct 07 04:56:13 GMT 2025","passed","Tue Oct 07 04:56:13 GMT 2025","","org.kinotic.continuum.internal.core.api.CRITests","org.kinotic.continuum.internal.core.api.CRITests","testRawCRI2"
"","16","testSimpleObject()","","Tue Oct 07 04:56:26 GMT 2025","passed","Tue Oct 07 04:56:26 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testSimpleObject"
"","11","testPutMapOfSimpleObjects()","","Tue Oct 07 04:56:26 GMT 2025","passed","Tue Oct 07 04:56:26 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testPutMapOfSimpleObjects"
"","15","testAutowireCollection()","","Tue Oct 07 04:56:53 GMT 2025","passed","Tue Oct 07 04:56:53 GMT 2025","","org.kinotic.continuum.grind.internal.api.TestJobService","org.kinotic.continuum.grind.internal.api.TestJobService","testAutowireCollection"
"","52","should connect with disableStickySession and hard disconnect and reconnect","Disable Sticky Session Tests","Tue Oct 07 05:01:26 GMT 2025","passed","Tue Oct 07 05:01:27 GMT 2025","","","",""
"","1138","testRpcCompletableFutureString()","","Tue Oct 07 04:56:21 GMT 2025","passed","Tue Oct 07 04:56:22 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testRpcCompletableFutureString"
"","10379","testSingleProducerMultiConsumer()","","Tue Oct 07 04:57:12 GMT 2025","passed","Tue Oct 07 04:57:23 GMT 2025","","org.kinotic.util.TestFluxFactory","org.kinotic.util.TestFluxFactory","testSingleProducerMultiConsumer"
"","25","should propagate synchronous error with scope","Publish Mechanism","Tue Oct 07 05:01:26 GMT 2025","passed","Tue Oct 07 05:01:26 GMT 2025","Non-async errors with scope","Error propagation","",""
"","32","testMissingRemoteMethodFailure()","","Tue Oct 07 04:56:26 GMT 2025","passed","Tue Oct 07 04:56:26 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testMissingRemoteMethodFailure"
"","1233","testSerializeDeserializeObjectC3Type()","","Tue Oct 07 04:57:06 GMT 2025","passed","Tue Oct 07 04:57:07 GMT 2025","","org.kinotic.continuum.idl.internal.TestIdl","org.kinotic.continuum.idl.internal.TestIdl","testSerializeDeserializeObjectC3Type"
"","1","testEventStreamWriteWithKey()","","Tue Oct 07 04:56:26 GMT 2025","passed","Tue Oct 07 04:56:26 GMT 2025","","org.kinotic.continuum.internal.core.api.event.EventStreamServiceTest","org.kinotic.continuum.internal.core.api.event.EventStreamServiceTest","testEventStreamWriteWithKey"
