"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2","testRawCRI2()","","Mon Jan 27 19:33:55 GMT 2025","passed","Mon Jan 27 19:33:55 GMT 2025","","org.kinotic.continuum.internal.core.api.CRITests","org.kinotic.continuum.internal.core.api.CRITests","testRawCRI2"
"","1872","testSimple()","","Mon Jan 27 19:34:36 GMT 2025","passed","Mon Jan 27 19:34:38 GMT 2025","","org.kinotic.continuum.grind.internal.api.TestJobService","org.kinotic.continuum.grind.internal.api.TestJobService","testSimple"
"","74","testPutListOfSimpleObjects()","","Mon Jan 27 19:34:08 GMT 2025","passed","Mon Jan 27 19:34:08 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testPutListOfSimpleObjects"
"","15","testMiddleArgParticipant()","","Mon Jan 27 19:34:08 GMT 2025","passed","Mon Jan 27 19:34:08 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testMiddleArgParticipant"
"","1364","testException()","","Mon Jan 27 19:34:34 GMT 2025","passed","Mon Jan 27 19:34:36 GMT 2025","","org.kinotic.continuum.grind.internal.api.TestJobService","org.kinotic.continuum.grind.internal.api.TestJobService","testException"
"","129","should execute method with string parameter","Continuum RPC Tests","Mon Jan 27 19:38:34 GMT 2025","passed","Mon Jan 27 19:38:34 GMT 2025","","","",""
"","57","should allow connection with session id","Continuum Client Tests","Mon Jan 27 19:38:34 GMT 2025","passed","Mon Jan 27 19:38:34 GMT 2025","","","",""
"","6034","should connect and disconnect","Continuum Unavailable Tests","Mon Jan 27 19:38:34 GMT 2025","passed","Mon Jan 27 19:38:40 GMT 2025","","","",""
"","24","testMonoIntegerNull()","","Mon Jan 27 19:34:04 GMT 2025","passed","Mon Jan 27 19:34:04 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testMonoIntegerNull"
"","58","should connect and disconnect multiple times","Continuum Client Tests","Mon Jan 27 19:38:34 GMT 2025","passed","Mon Jan 27 19:38:34 GMT 2025","","","",""
