"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3","testFirstArgParticipant()","","Tue Sep 02 05:49:45 GMT 2025","passed","Tue Sep 02 05:49:45 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testFirstArgParticipant"
"","66","should allow connection with session id","Continuum Client Tests","Tue Sep 02 05:53:59 GMT 2025","passed","Tue Sep 02 05:53:59 GMT 2025","","","",""
"","15","should return missing method error","Continuum RPC Tests","Tue Sep 02 05:54:02 GMT 2025","passed","Tue Sep 02 05:54:02 GMT 2025","","","",""
"","80","should connect and disconnect multiple times","Continuum Client Tests","Tue Sep 02 05:53:59 GMT 2025","passed","Tue Sep 02 05:53:59 GMT 2025","","","",""
"","103","testPutListOfSimpleObjects()","","Tue Sep 02 05:49:44 GMT 2025","passed","Tue Sep 02 05:49:44 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testPutListOfSimpleObjects"
"","170","should connect and disconnect","Continuum Client Tests","Tue Sep 02 05:53:59 GMT 2025","passed","Tue Sep 02 05:53:59 GMT 2025","","","",""
"","1978","testSimple()","","Tue Sep 02 05:49:27 GMT 2025","passed","Tue Sep 02 05:49:29 GMT 2025","","org.kinotic.continuum.grind.internal.api.TestJobService","org.kinotic.continuum.grind.internal.api.TestJobService","testSimple"
"","66","should propagate interceptor error","Context Injection","Tue Sep 02 05:53:59 GMT 2025","passed","Tue Sep 02 05:53:59 GMT 2025","","Context injection tests","",""
"","34","testMonoWithVoidFromNull()","","Tue Sep 02 05:49:40 GMT 2025","passed","Tue Sep 02 05:49:40 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testMonoWithVoidFromNull"
"","7","should return missing service error","Continuum RPC Tests","Tue Sep 02 05:54:02 GMT 2025","passed","Tue Sep 02 05:54:02 GMT 2025","","","",""
"","38","should handle scoped vs unscoped services independently","Publish Mechanism","Tue Sep 02 05:54:00 GMT 2025","passed","Tue Sep 02 05:54:00 GMT 2025","","Method parsing and conflict avoidance","",""
"","121","testVertxFutureNullString()","","Tue Sep 02 05:49:44 GMT 2025","passed","Tue Sep 02 05:49:45 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testVertxFutureNullString"
