"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","130","should execute method with string parameter","Continuum RPC Tests","Mon Feb 17 10:46:53 GMT 2025","passed","Mon Feb 17 10:46:53 GMT 2025","","","",""
"","25","testRawCRI1()","","Mon Feb 17 10:43:13 GMT 2025","passed","Mon Feb 17 10:43:13 GMT 2025","","org.kinotic.continuum.internal.core.api.CRITests","org.kinotic.continuum.internal.core.api.CRITests","testRawCRI1"
"","12","testPutMapOfSimpleObjects()","","Mon Feb 17 10:43:26 GMT 2025","passed","Mon Feb 17 10:43:26 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testPutMapOfSimpleObjects"
"","55","testReverseCopyMedium()","","Mon Feb 17 10:44:13 GMT 2025","passed","Mon Feb 17 10:44:13 GMT 2025","","org.kinotic.util.FileUtilTests","org.kinotic.util.FileUtilTests","testReverseCopyMedium"
"","4","testReceiveCollection()","","Mon Feb 17 10:43:26 GMT 2025","passed","Mon Feb 17 10:43:26 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testReceiveCollection"
"","7","testMonoEmptyString()","","Mon Feb 17 10:43:22 GMT 2025","passed","Mon Feb 17 10:43:22 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testMonoEmptyString"
"","0","testEventStreamWriteWithoutKey()","","Mon Feb 17 10:43:26 GMT 2025","passed","Mon Feb 17 10:43:26 GMT 2025","","org.kinotic.continuum.internal.core.api.event.EventStreamServiceTest","org.kinotic.continuum.internal.core.api.event.EventStreamServiceTest","testEventStreamWriteWithoutKey"
"","6","testLastArgParticipant()","","Mon Feb 17 10:43:26 GMT 2025","passed","Mon Feb 17 10:43:26 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testLastArgParticipant"
"","1200","testSerializeDeserializeObjectC3Type()","","Mon Feb 17 10:44:10 GMT 2025","passed","Mon Feb 17 10:44:11 GMT 2025","","org.kinotic.continuum.idl.internal.TestIdl","org.kinotic.continuum.idl.internal.TestIdl","testSerializeDeserializeObjectC3Type"
"","1149","testRpcCompletableFutureString()","","Mon Feb 17 10:43:20 GMT 2025","passed","Mon Feb 17 10:43:21 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testRpcCompletableFutureString"
"","14","testSimpleObject()","","Mon Feb 17 10:43:26 GMT 2025","passed","Mon Feb 17 10:43:26 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testSimpleObject"
"","14","testAutowired()","","Mon Feb 17 10:43:54 GMT 2025","passed","Mon Feb 17 10:43:54 GMT 2025","","org.kinotic.continuum.grind.internal.api.TestJobService","org.kinotic.continuum.grind.internal.api.TestJobService","testAutowired"
"","22","testSchemaFactory()","","Mon Feb 17 10:44:11 GMT 2025","passed","Mon Feb 17 10:44:11 GMT 2025","","org.kinotic.continuum.idl.internal.TestSchemaFactory","org.kinotic.continuum.idl.internal.TestSchemaFactory","testSchemaFactory"
"","4","testFirstArgParticipant()","","Mon Feb 17 10:43:26 GMT 2025","passed","Mon Feb 17 10:43:26 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testFirstArgParticipant"
"","15","testAutowireCollection()","","Mon Feb 17 10:43:54 GMT 2025","passed","Mon Feb 17 10:43:54 GMT 2025","","org.kinotic.continuum.grind.internal.api.TestJobService","org.kinotic.continuum.grind.internal.api.TestJobService","testAutowireCollection"
"","43","testCreateFindRemove()","","Mon Feb 17 10:43:26 GMT 2025","passed","Mon Feb 17 10:43:26 GMT 2025","","org.kinotic.continuum.internal.core.api.TestSessionManager","org.kinotic.continuum.internal.core.api.TestSessionManager","testCreateFindRemove"
"","15","testMonoStringLiterallyNull()","","Mon Feb 17 10:43:26 GMT 2025","passed","Mon Feb 17 10:43:26 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testMonoStringLiterallyNull"
"","10339","testSingleProducerMultiConsumer()","","Mon Feb 17 10:44:13 GMT 2025","passed","Mon Feb 17 10:44:23 GMT 2025","","org.kinotic.util.TestFluxFactory","org.kinotic.util.TestFluxFactory","testSingleProducerMultiConsumer"
"","15","testSendCollection()","","Mon Feb 17 10:43:26 GMT 2025","passed","Mon Feb 17 10:43:26 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testSendCollection"
"","25","should fail invalid service request","Continuum RPC Tests","Mon Feb 17 10:46:53 GMT 2025","passed","Mon Feb 17 10:46:53 GMT 2025","","","",""
