"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","33","should inject context with tenant1 realm","Context Injection","Thu May 29 07:58:00 GMT 2025","passed","Thu May 29 07:58:00 GMT 2025","","Context injection tests","",""
"","23","testMonoIntegerNull()","","Thu May 29 07:53:46 GMT 2025","passed","Thu May 29 07:53:46 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testMonoIntegerNull"
"","7","testMissingServiceFailure()","","Thu May 29 07:53:51 GMT 2025","passed","Thu May 29 07:53:51 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testMissingServiceFailure"
"","43","should allow connection with session id","Continuum Client Tests","Thu May 29 07:58:00 GMT 2025","passed","Thu May 29 07:58:00 GMT 2025","","","",""
"","11","testPutMapOfSimpleObjects()","","Thu May 29 07:53:51 GMT 2025","passed","Thu May 29 07:53:51 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testPutMapOfSimpleObjects"
"","83","should inject context with default realm","Context Injection","Thu May 29 07:58:00 GMT 2025","passed","Thu May 29 07:58:00 GMT 2025","","Context injection tests","",""
"","16","should propagate asynchronous error","Publish Mechanism","Thu May 29 07:58:00 GMT 2025","passed","Thu May 29 07:58:00 GMT 2025","Async errors without scope","Error propagation","",""
"","169","should connect and disconnect","Continuum Client Tests","Thu May 29 07:58:00 GMT 2025","passed","Thu May 29 07:58:00 GMT 2025","","","",""
"","24","should propagate interceptor error","Context Injection","Thu May 29 07:58:00 GMT 2025","passed","Thu May 29 07:58:00 GMT 2025","","Context injection tests","",""
"","17","should propagate synchronous error with scope","Publish Mechanism","Thu May 29 07:58:00 GMT 2025","passed","Thu May 29 07:58:00 GMT 2025","Non-async errors with scope","Error propagation","",""
"","7","testSendAndReceiveCollection()","","Thu May 29 07:53:51 GMT 2025","passed","Thu May 29 07:53:51 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testSendAndReceiveCollection"
"","127","testVertxFutureNullString()","","Thu May 29 07:53:50 GMT 2025","passed","Thu May 29 07:53:50 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testVertxFutureNullString"
"","2","testReverseCopyLarge()","","Thu May 29 07:54:36 GMT 2025","passed","Thu May 29 07:54:36 GMT 2025","","org.kinotic.util.FileUtilTests","org.kinotic.util.FileUtilTests","testReverseCopyLarge"
"","14","should fail when too many arguments are provided to greet","Publish Mechanism","Thu May 29 07:58:00 GMT 2025","passed","Thu May 29 07:58:00 GMT 2025","Argument count mismatch","Error propagation","",""
"","103","testVertxFuture()","","Thu May 29 07:53:51 GMT 2025","passed","Thu May 29 07:53:51 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testVertxFuture"
"","5","testMultipleRequests()","","Thu May 29 07:53:51 GMT 2025","passed","Thu May 29 07:53:51 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testMultipleRequests"
"","22","testABunchOfArguments()","","Thu May 29 07:53:50 GMT 2025","passed","Thu May 29 07:53:51 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testABunchOfArguments"
"","8","testMonoEmptyString()","","Thu May 29 07:53:46 GMT 2025","passed","Thu May 29 07:53:46 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testMonoEmptyString"
"","19","should process complex object without scope","Publish Mechanism","Thu May 29 07:58:00 GMT 2025","passed","Thu May 29 07:58:00 GMT 2025","Complex object handling","Error propagation","",""
"","17","should process list of complex objects without scope","Publish Mechanism","Thu May 29 07:58:00 GMT 2025","passed","Thu May 29 07:58:00 GMT 2025","Complex object handling","Error propagation","",""
"","12","should invoke multiArgs with scope asynchronously","Publish Mechanism","Thu May 29 07:58:00 GMT 2025","passed","Thu May 29 07:58:00 GMT 2025","","Async methods with scope","",""
"","29","should return missing method error","Continuum RPC Tests","Thu May 29 07:58:01 GMT 2025","passed","Thu May 29 07:58:01 GMT 2025","","","",""
"","37","testMissingRemoteMethodFailure()","","Thu May 29 07:53:50 GMT 2025","passed","Thu May 29 07:53:50 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testMissingRemoteMethodFailure"
"","17","should return missing service error","Continuum RPC Tests","Thu May 29 07:58:01 GMT 2025","passed","Thu May 29 07:58:01 GMT 2025","","","",""
"","28","should invoke fetchData with scope asynchronously","Publish Mechanism","Thu May 29 07:58:00 GMT 2025","passed","Thu May 29 07:58:00 GMT 2025","","Async methods with scope","",""
