"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","100","testPutListOfSimpleObjects()","","Sat Jan 25 00:31:21 GMT 2025","passed","Sat Jan 25 00:31:21 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testPutListOfSimpleObjects"
"","3506","testSimple()","","Sat Jan 25 00:31:48 GMT 2025","passed","Sat Jan 25 00:31:52 GMT 2025","","org.kinotic.continuum.grind.internal.api.TestJobService","org.kinotic.continuum.grind.internal.api.TestJobService","testSimple"
"","5","testSendAndReceiveCollection()","","Sat Jan 25 00:31:21 GMT 2025","passed","Sat Jan 25 00:31:21 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testSendAndReceiveCollection"
"","20","testMonoIntegerNull()","","Sat Jan 25 00:31:17 GMT 2025","passed","Sat Jan 25 00:31:17 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testMonoIntegerNull"
"","60","testCreateFindRemove()","","Sat Jan 25 00:31:21 GMT 2025","passed","Sat Jan 25 00:31:21 GMT 2025","","org.kinotic.continuum.internal.core.api.TestSessionManager","org.kinotic.continuum.internal.core.api.TestSessionManager","testCreateFindRemove"
"","42","should allow continuum CLI to connect but not send any data","Continuum Client Tests","Sat Jan 25 00:34:27 GMT 2025","passed","Sat Jan 25 00:34:27 GMT 2025","","","",""
"","32","should return missing service error","Continuum RPC Tests","Sat Jan 25 00:34:27 GMT 2025","passed","Sat Jan 25 00:34:27 GMT 2025","","","",""
"","22","testMiddleArgParticipant()","","Sat Jan 25 00:31:21 GMT 2025","passed","Sat Jan 25 00:31:21 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testMiddleArgParticipant"
"","15","testABunchOfArguments()","","Sat Jan 25 00:31:21 GMT 2025","passed","Sat Jan 25 00:31:21 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testABunchOfArguments"
"","8","testMonoEmptyString()","","Sat Jan 25 00:31:17 GMT 2025","passed","Sat Jan 25 00:31:17 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testMonoEmptyString"
"","15","testPutNestedGenerics()","","Sat Jan 25 00:31:21 GMT 2025","passed","Sat Jan 25 00:31:21 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testPutNestedGenerics"
"","9","testSendCollection()","","Sat Jan 25 00:31:21 GMT 2025","passed","Sat Jan 25 00:31:21 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testSendCollection"
"","1169","testSerializeDeserializeObjectC3Type()","","Sat Jan 25 00:32:02 GMT 2025","passed","Sat Jan 25 00:32:03 GMT 2025","","org.kinotic.continuum.idl.internal.TestIdl","org.kinotic.continuum.idl.internal.TestIdl","testSerializeDeserializeObjectC3Type"
"","30","testRawCRI1()","","Sat Jan 25 00:31:08 GMT 2025","passed","Sat Jan 25 00:31:08 GMT 2025","","org.kinotic.continuum.internal.core.api.CRITests","org.kinotic.continuum.internal.core.api.CRITests","testRawCRI1"
"","13","testAutowireCollection()","","Sat Jan 25 00:31:48 GMT 2025","passed","Sat Jan 25 00:31:48 GMT 2025","","org.kinotic.continuum.grind.internal.api.TestJobService","org.kinotic.continuum.grind.internal.api.TestJobService","testAutowireCollection"
"","10277","testSingleProducerMultiConsumer()","","Sat Jan 25 00:32:21 GMT 2025","passed","Sat Jan 25 00:32:31 GMT 2025","","org.kinotic.util.TestFluxFactory","org.kinotic.util.TestFluxFactory","testSingleProducerMultiConsumer"
"","102","testVertxFuture()","","Sat Jan 25 00:31:21 GMT 2025","passed","Sat Jan 25 00:31:21 GMT 2025","","org.kinotic.continuum.internal.core.api.RpcTests","org.kinotic.continuum.internal.core.api.RpcTests","testVertxFuture"
